S.N.,Open,High,Low,Close,Change,% Change,Turnover,Date
1287,"1,564.69","1,579.55","1,560.69","1,562.46",1.29,0.08,"1,425,890,738.00",10/15/2020
1288,"1,572.35","1,573.08","1,560.45","1,561.17",-7.42,-0.47,"1,496,387,992.00",10/14/2020
1289,"1,583.29","1,584.28","1,567.23","1,568.59",-9.42,-0.6,"1,819,638,977.00",10/13/2020
1290,"1,580.14","1,580.80","1,566.70","1,578.01",1.74,0.11,"1,949,060,194.00",10/12/2020
1291,"1,594.01","1,594.36","1,574.62","1,576.27",-13.37,-0.84,"2,395,432,599.00",10/11/2020
1292,"1,607.52","1,614.04","1,586.96","1,589.63",-11.34,-0.71,"2,862,712,521.00",10/8/2020
1293,"1,593.04","1,602.14","1,587.59","1,600.97",14.68,0.93,"3,358,506,296.00",10/7/2020
1294,"1,588.01","1,588.01","1,581.75","1,586.29",4.17,0.26,"2,510,585,332.00",10/6/2020
1295,"1,587.31","1,594.89","1,580.65","1,582.12",-3.63,-0.23,"2,578,607,088.00",10/5/2020
1296,"1,577.77","1,588.05","1,577.77","1,585.75",14.71,0.94,"3,178,853,719.00",10/4/2020
1297,"1,553.95","1,572.94","1,553.95","1,571.04",20.61,1.33,"2,807,708,137.00",10/1/2020
1298,"1,561.58","1,563.40","1,542.57","1,550.43",-3.19,-0.21,"1,953,636,694.00",9/30/2020
1299,"1,564.92","1,564.92","1,552.77","1,553.62",-7.21,-0.46,"1,829,872,968.00",9/29/2020
1300,"1,566.44","1,569.31","1,557.42","1,560.83",-4.73,-0.3,"1,690,154,525.00",9/28/2020
1301,"1,569.06","1,575.43","1,562.11","1,565.55",4.29,0.27,"3,138,243,371.00",9/27/2020
1302,"1,565.31","1,565.31","1,554.38","1,561.27",5.74,0.37,"2,233,489,024.00",9/24/2020
1303,"1,543.37","1,555.52","1,535.03","1,555.52",9.37,0.61,"1,727,821,707.00",9/23/2020
1304,"1,576.55","1,577.19","1,541.75","1,546.15",-22.91,-1.46,"2,810,425,268.00",9/22/2020
1305,"1,587.82","1,587.99","1,561.49","1,569.06",-6.12,-0.39,"2,637,376,216.00",9/21/2020
1306,"1,595.47","1,605.12","1,574.08","1,575.18",3,0.19,"2,742,795,692.00",9/20/2020
1307,"1,555.86","1,577.99","1,547.13","1,572.18",30.78,2,"3,315,664,319.00",9/17/2020
1308,"1,537.35","1,543.98","1,530.67","1,541.40",5.36,0.35,"1,845,634,030.00",9/16/2020
1309,"1,544.71","1,548.35","1,531.05","1,536.03",-4.47,-0.29,"1,800,197,903.00",9/15/2020
1310,"1,545.68","1,553.56","1,538.43","1,540.51",3.26,0.21,"3,134,135,908.00",9/14/2020
1311,"1,528.15","1,537.25","1,522.28","1,537.25",16.56,1.09,"3,386,859,972.00",9/13/2020
1312,"1,514.13","1,532.48","1,512.53","1,520.69",12.49,0.83,"2,170,068,283.00",9/10/2020
1313,"1,501.86","1,511.93","1,495.11","1,508.20",13.05,0.87,"2,563,415,186.00",9/9/2020
1314,"1,491.33","1,500.15","1,477.25","1,495.15",7.35,0.49,"1,798,363,063.00",9/8/2020
1315,"1,503.37","1,503.37","1,483.65","1,487.81",-12.17,-0.81,"2,164,930,214.00",9/7/2020
1316,"1,538.42","1,538.42","1,494.97","1,499.97",-10.45,-0.69,"2,782,377,887.00",9/6/2020
1317,"1,524.19","1,524.67","1,497.47","1,510.42",-0.15,-0.01,"2,634,886,231.00",9/3/2020
1318,"1,509.40","1,519.78","1,499.72","1,510.57",25.58,1.72,"4,181,036,115.00",9/2/2020
1319,"1,466.57","1,489.01","1,466.57","1,484.99",22.31,1.53,"3,462,586,125.00",8/31/2020
1320,"1,459.16","1,462.67","1,444.92","1,462.67",4.64,0.32,"1,614,554,300.00",8/30/2020
1321,"1,467.07","1,472.73","1,454.96","1,458.04",-4,-0.27,"1,981,761,050.00",8/27/2020
1322,"1,445.47","1,468.03","1,445.47","1,462.03",21.1,1.46,"2,656,163,730.00",8/26/2020
1323,"1,435.21","1,440.94","1,428.74","1,440.94",9.34,0.65,"1,855,180,510.00",8/25/2020
1324,"1,413.09","1,431.60","1,413.09","1,431.60",21.26,1.51,"2,139,202,075.00",8/24/2020
1325,"1,399.48","1,410.34","1,394.09","1,410.34",12.77,0.91,"1,108,053,597.00",8/23/2020
1326,"1,392.89","1,403.75","1,392.89","1,397.57",6.28,0.45,"393,129,068.00",8/20/2020
1327,"1,409.44","1,409.44","1,388.17","1,391.29",-16.6,-1.18,"976,235,059.00",8/19/2020
1328,"1,403.98","1,414.29","1,400.81","1,407.89",5.68,0.41,"1,239,017,426.00",8/18/2020
1329,"1,391.79","1,402.21","1,385.70","1,402.21",10.75,0.77,"1,074,932,597.00",8/17/2020
1330,"1,407.85","1,407.85","1,381.89","1,391.46",-17.33,-1.23,"1,259,320,850.00",8/16/2020
1331,"1,431.89","1,431.89","1,407.43","1,408.79",-16.53,-1.16,"1,048,911,791.00",8/13/2020
1332,"1,426.55","1,427.15","1,413.55","1,425.32",1.51,0.11,"951,960,208.00",8/12/2020
1333,"1,433.35","1,441.31","1,421.17","1,423.81",-6.61,-0.46,"1,271,738,914.00",8/11/2020
1334,"1,394.78","1,430.41","1,394.34","1,430.41",37.74,2.71,"1,555,518,923.00",8/10/2020
1335,"1,383.98","1,392.68","1,363.22","1,392.68",11.31,0.82,"977,895,525.00",8/9/2020
1336,"1,387.44","1,388.68","1,365.66","1,381.37",-1.29,-0.09,"920,997,056.00",8/6/2020
1337,"1,403.88","1,403.88","1,374.13","1,382.66",-21.2,-1.51,"1,189,526,408.00",8/5/2020
1338,"1,395.08","1,411.13","1,384.86","1,403.86",7.59,0.54,"1,290,252,213.00",8/3/2020
1339,"1,441.26","1,441.26","1,396.02","1,396.28",-42.78,-2.97,"1,841,242,332.00",8/2/2020
1340,"1,433.14","1,444.06","1,421.07","1,439.06",7.53,0.53,"1,320,266,678.00",7/30/2020
1341,"1,452.07","1,452.07","1,431.46","1,431.52",-23.36,-1.61,"1,687,093,091.00",7/29/2020
1342,"1,463.81","1,466.04","1,449.86","1,454.89",-7.59,-0.52,"1,259,751,557.00",7/28/2020
1343,"1,467.89","1,475.20","1,456.47","1,462.48",-2.62,-0.18,"1,793,915,286.00",7/27/2020
1344,"1,445.60","1,464.88","1,444.77","1,465.10",22.4,1.55,"1,942,679,380.00",7/26/2020
1345,"1,434.08","1,440.32","1,417.32","1,442.61",10.13,0.71,"1,327,135,218.00",7/23/2020
1346,"1,452.78","1,461.29","1,429.65","1,432.44",-17.5,-1.21,"1,532,511,716.00",7/22/2020
1347,"1,472.19","1,479.30","1,444.50","1,449.94",-15,-1.02,"1,872,220,447.00",7/21/2020
1348,"1,539.37","1,556.19","1,460.15","1,464.94",-14.09,-0.96,"2,802,233,715.00",7/20/2020
1349,"1,408.51","1,479.03","1,408.51","1,479.03",84.26,6.04,"62,566,293.00",7/19/2020
1350,"1,364.24","1,395.82","1,362.62","1,394.77",32.43,2.38,"1,041,770,867.00",7/16/2020
1351,"1,347.88","1,367.82","1,347.88","1,362.34",14.9,1.11,"1,160,491,522.00",7/15/2020
1352,"1,344.42","1,349.24","1,340.66","1,347.44",5.04,0.38,"994,545,109.00",7/14/2020
1353,"1,342.59","1,352.69","1,334.17","1,342.40",2.11,0.16,"1,088,716,118.00",7/13/2020
1354,"1,331.31","1,351.82","1,331.31","1,340.29",9.19,0.69,"1,111,090,272.00",7/12/2020
1355,"1,327.13","1,333.25","1,312.01","1,331.27",4.57,0.34,"908,086,197.00",7/9/2020
1356,"1,338.54","1,343.59","1,319.10","1,326.53",-10.13,-0.76,"1,078,462,141.00",7/8/2020
1357,"1,299.72","1,345.96","1,299.72","1,336.66",37.93,2.92,"1,199,041,859.00",7/7/2020
1358,"1,266.08","1,298.73","1,259.94","1,298.73",33.28,2.63,"927,841,329.00",7/6/2020
1359,"1,256.18","1,280.93","1,246.80","1,265.45",9.35,0.74,"1,033,390,231.00",7/5/2020
1360,"1,351.89","1,362.35","1,256.11","1,256.11",-80.41,-6.02,"476,654,971.00",7/2/2020
1361,"1,261.54","1,336.52","1,261.54","1,336.52",75.77,6.01,"407,352,247.00",7/1/2020
1362,"1,187.25","1,260.75","1,185.72","1,260.75",72.05,6.06,"227,212,194.00",6/30/2020
1363,"1,197.09","1,200.64","1,149.73","1,188.70",-12.87,-1.07,"347,771,833.00",6/29/2020
1364,"1,225.68","1,225.68","1,201.57","1,201.57",-24.58,-2,"3,613,523.00",5/13/2020
1365,"1,250.95","1,250.95","1,226.15","1,226.15",-25.3,-2.02,"104,372,646.00",5/12/2020
1366,"1,269.08","1,275.42","1,246.20","1,251.45",-18.2,-1.43,"194,642,984.00",3/22/2020
1367,"1,249.26","1,278.93","1,223.04","1,269.30",13.5,1.08,"1,903,142,008.00",3/19/2020
1368,"1,272.10","1,286.46","1,234.16","1,255.80",-16.26,-1.28,"1,184,416,878.00",3/18/2020
1369,"1,316.74","1,321.26","1,266.44","1,272.06",-44.33,-3.37,"1,465,184,656.00",3/17/2020
1370,"1,312.69","1,334.12","1,291.67","1,316.39",3.35,0.26,"1,615,341,877.00",3/16/2020
1371,"1,362.25","1,362.25","1,310.71","1,313.04",-64.14,-4.66,"2,101,417,292.00",3/15/2020
1372,"1,424.60","1,430.77","1,371.56","1,377.18",-45.91,-3.23,"2,206,662,182.00",3/12/2020
1373,"1,349.86","1,423.09","1,349.86","1,423.09",73.78,5.47,"2,221,081,690.00",3/11/2020
1374,"1,435.86","1,436.66","1,349.31","1,349.31",-86.39,-6.02,"1,076,696,300.00",3/10/2020
1375,"1,442.92","1,464.62","1,408.82","1,435.70",-5.5,-0.38,"2,457,093,463.00",3/5/2020
1376,"1,511.41","1,513.43","1,439.38","1,441.20",-68.47,-4.54,"2,908,472,603.00",3/4/2020
1377,"1,491.23","1,540.59","1,439.53","1,509.67",14.37,0.96,"3,851,622,996.00",3/3/2020
1378,"1,593.08","1,593.50","1,495.30","1,495.30",-96.06,-6.04,"2,154,428,215.00",3/2/2020
1379,"1,639.87","1,667.74","1,591.36","1,591.36",-40.81,-2.5,"4,847,437,505.00",3/1/2020
1380,"1,598.81","1,635.51","1,558.65","1,632.17",31.44,1.97,"4,460,536,251.00",2/27/2020
1381,"1,548.32","1,596.13","1,548.32","1,596.13",50.94,3.3,"4,154,883,092.00",2/26/2020
1382,"1,504.80","1,544.07","1,480.24","1,545.19",43.01,2.86,"2,992,160,524.00",2/25/2020
1383,"1,507.98","1,536.83","1,499.04","1,502.18",-1.96,-0.13,"3,410,516,278.00",2/24/2020
1384,"1,435.87","1,509.92","1,435.87","1,504.14",69.57,4.85,"3,608,526,354.00",2/23/2020
1385,"1,405.51","1,434.57","1,405.51","1,434.57",29.32,2.09,"2,785,004,908.00",2/20/2020
1386,"1,399.29","1,406.25","1,389.12","1,405.25",5.24,0.37,"1,628,841,389.00",2/19/2020
1387,"1,399.47","1,416.87","1,387.68","1,400.01",1.77,0.13,"2,125,977,034.00",2/18/2020
1388,"1,364.34","1,403.21","1,364.34","1,398.24",34.27,2.51,"2,687,533,442.00",2/17/2020
1389,"1,344.73","1,363.97","1,344.73","1,363.97",19.38,1.44,"1,978,108,701.00",2/16/2020
1390,"1,346.45","1,354.88","1,342.90","1,344.59",-1.38,-0.1,"1,773,805,746.00",2/13/2020
1391,"1,341.07","1,353.29","1,340.87","1,345.97",4.59,0.34,"1,509,784,311.00",2/12/2020
1392,"1,324.31","1,342.91","1,323.69","1,341.38",17.12,1.29,"1,532,250,440.00",2/11/2020
1393,"1,320.77","1,329.84","1,315.37","1,324.26",4.27,0.32,"932,086,055.00",2/10/2020
1394,"1,332.91","1,333.85","1,316.10","1,319.99",-13.7,-1.03,"950,402,584.00",2/9/2020
1395,"1,341.03","1,346.60","1,331.02","1,333.69",-8.67,-0.65,"1,049,345,436.00",2/6/2020
1396,"1,338.50","1,342.62","1,335.72","1,342.36",5.32,0.4,"1,082,483,909.00",2/5/2020
1397,"1,351.01","1,353.27","1,334.09","1,337.04",-12.09,-0.9,"1,570,166,163.00",2/4/2020
1398,"1,348.12","1,355.27","1,339.60","1,349.13",2.49,0.18,"1,611,719,203.00",2/3/2020
1399,"1,325.62","1,349.68","1,331.87","1,346.64",21.26,1.49,"2,077,987,799.00",2/2/2020
1400,"1,306.29","1,331.83","1,306.29","1,325.38",19.5,1.49,"1,966,219,749.00",1/30/2020
1401,"1,306.16","1,311.74","1,302.14","1,305.88",-0.27,-0.02,"1,293,711,383.00",1/29/2020
1402,"1,300.65","1,316.44","1,300.65","1,306.15",5.53,0.43,"1,400,467,805.00",1/28/2020
1403,"1,276.68","1,300.62","1,274.03","1,300.62",23.94,1.88,"917,359,865.00",1/27/2020
1404,"1,298.67","1,299.46","1,275.52","1,276.68",-20.79,-1.6,"965,018,662.00",1/26/2020
1405,"1,314.16","1,320.76","1,295.80","1,297.47",-15.95,-1.21,"1,384,209,412.00",1/23/2020
1406,"1,324.32","1,325.69","1,310.64","1,313.42",-7.05,-0.53,"1,581,381,364.00",1/22/2020
1407,"1,318.65","1,331.28","1,309.14","1,320.47",3.36,0.26,"1,519,976,760.00",1/21/2020
1408,"1,342.70","1,359.32","1,308.62","1,317.11",-26.54,-1.98,"1,953,780,000.00",1/20/2020
1409,"1,310.26","1,349.10","1,310.26","1,343.65",33.42,2.55,"2,090,877,917.00",1/19/2020
1410,"1,284.28","1,313.19","1,284.28","1,310.23",26,2.02,"1,682,330,000.00",1/16/2020
1411,"1,263.32","1,287.20","1,263.32","1,284.23",20.85,1.65,"893,677,000.00",1/15/2020
1412,"1,271.11","1,274.86","1,254.30","1,263.38",-7.48,-0.59,"1,026,443,666.00",1/14/2020
1413,"1,260.01","1,285.50","1,259.34","1,270.86",15.14,1.21,"1,665,520,000.00",1/13/2020
1414,"1,213.19","1,255.72","1,213.19","1,255.72",42.61,3.51,"1,335,747,967.00",1/12/2020
1415,"1,209.87","1,216.23","1,206.49","1,213.11",3.51,0.29,"837,035,757.00",1/9/2020
1416,"1,217.82","1,223.66","1,207.26","1,209.60",-7.32,-0.6,"732,169,261.00",1/8/2020
1417,"1,200.65","1,218.14","1,200.65","1,216.92",16.23,1.35,"1,102,736,748.00",1/7/2020
1418,"1,183.35","1,200.69","1,183.35","1,200.69",18.38,1.55,"842,582,150.00",1/6/2020
1419,"1,166.49","1,187.33","1,163.39","1,182.31",16.1,1.38,"712,425,827.00",1/5/2020
1420,"1,168.63","1,169.27","1,165.24","1,166.21",-3.29,-0.28,"532,211,211.00",1/2/2020
1421,"1,166.52","1,169.50","1,163.99","1,169.50",3.47,0.3,"372,988,301.00",1/1/2020
1422,"1,168.61","1,171.48","1,163.02","1,166.03",-1.92,-0.16,"442,256,156.00",12/31/2019
1423,"1,161.82","1,167.95","1,159.25","1,167.95",5.52,0.47,"622,363,488.00",12/30/2019
1424,"1,166.86","1,167.24","1,159.23","1,162.43",-4.98,-0.43,"422,453,909.00",12/29/2019
1425,"1,167.74","1,170.45","1,165.94","1,167.41",-0.62,-0.05,"588,677,887.00",12/26/2019
1426,"1,166.56","1,173.14","1,165.77","1,168.03",1.82,0.16,"538,340,829.00",12/25/2019
1427,"1,169.32","1,176.70","1,164.85","1,166.21",-2.37,-0.2,"721,642,965.00",12/24/2019
1428,"1,150.92","1,168.79","1,150.92","1,168.58",17.77,1.54,"595,764,544.00",12/23/2019
1429,"1,149.62","1,151.30","1,147.67","1,150.81",1.17,0.1,"374,466,465.00",12/22/2019
1430,"1,152.06","1,154.28","1,148.35","1,149.64",-2.43,-0.21,"419,088,133.00",12/19/2019
1431,"1,155.32","1,158.15","1,150.14","1,152.07",-3.3,-0.29,"294,709,858.00",12/18/2019
1432,"1,154.86","1,158.36","1,150.66","1,155.37",1.26,0.11,"279,244,135.00",12/17/2019
1433,"1,167.82","1,170.56","1,153.23","1,154.11",-13.75,-1.18,"407,900,555.00",12/16/2019
1434,"1,172.44","1,181.70","1,167.86","1,167.86",-4.78,-0.41,"686,076,111.00",12/15/2019
1435,"1,162.25","1,175.30","1,159.91","1,172.64",9.27,0.8,"675,173,000.00",12/12/2019
1436,"1,155.05","1,166.15","1,153.14","1,161.47",10.11,0.88,"551,377,852.00",12/11/2019
1437,"1,149.09","1,158.11","1,147.43","1,151.36",2.47,0.21,"500,328,915.00",12/10/2019
1438,"1,135.36","1,155.06","1,132.88","1,148.89",13.52,1.19,"464,220,392.00",12/9/2019
1439,"1,131.92","1,135.37","1,125.81","1,135.37",3.45,0.3,"287,527,825.00",12/8/2019
1440,"1,124.47","1,134.93","1,124.44","1,131.92",7.45,0.66,"358,839,860.00",12/5/2019
1441,"1,116.12","1,128.00","1,116.12","1,124.47",8.73,0.78,"308,214,465.00",12/4/2019
1442,"1,112.06","1,117.82","1,111.19","1,115.74",3.75,0.34,"266,801,558.00",12/3/2019
1443,"1,112.87","1,113.73","1,110.98","1,111.99",-0.86,-0.08,"232,259,331.00",12/2/2019
1444,"1,112.79","1,114.31","1,109.97","1,112.85",0.06,0.01,"206,314,323.00",12/1/2019
1445,"1,117.64","1,119.63","1,112.79","1,112.79",-4.67,-0.42,"243,391,320.00",11/28/2019
1446,"1,109.09","1,117.46","1,108.02","1,117.46",7.38,0.66,"212,363,736.00",11/27/2019
1447,"1,110.08","1,111.76","1,107.57","1,109.16",-0.92,-0.08,"295,869,180.00",11/26/2019
1448,"1,110.11","1,112.15","1,102.46","1,110.08",0,0,"288,858,484.00",11/25/2019
1449,"1,120.62","1,121.94","1,108.76","1,110.08",-10.52,-0.94,"280,534,415.00",11/24/2019
1450,"1,128.34","1,128.69","1,118.10","1,120.60",-7.74,-0.69,"297,797,071.00",11/21/2019
1451,"1,130.01","1,139.74","1,127.63","1,128.34",-1.65,-0.15,"303,724,204.00",11/20/2019
1452,"1,131.13","1,132.40","1,127.91","1,129.99",-1.13,-0.1,"259,330,595.00",11/19/2019
1453,"1,131.40","1,133.43","1,128.00","1,131.12",-0.24,-0.02,"356,861,857.00",11/18/2019
1454,"1,135.73","1,137.25","1,129.15","1,131.36",-4.59,-0.4,"355,159,768.00",11/17/2019
1455,"1,135.15","1,139.41","1,133.67","1,135.95",0.79,0.07,"228,357,493.00",11/14/2019
1456,"1,140.65","1,140.65","1,133.49","1,135.16",-4.8,-0.42,"275,427,886.00",11/13/2019
1457,"1,146.14","1,147.06","1,138.57","1,139.96",-5.61,-0.49,"379,849,435.00",11/12/2019
1458,"1,132.70","1,147.74","1,132.70","1,145.57",13.77,1.22,"549,998,241.00",11/11/2019
1459,"1,132.47","1,135.90","1,129.89","1,131.80",-0.17,-0.02,"293,149,044.00",11/10/2019
1460,"1,138.27","1,139.36","1,131.33","1,131.97",-6.05,-0.53,"374,150,571.00",11/7/2019
1461,"1,139.49","1,141.08","1,136.74","1,138.02",-1.43,-0.13,"206,253,847.00",11/6/2019
1462,"1,140.21","1,141.86","1,138.66","1,139.45",-0.81,-0.07,"284,472,501.00",11/5/2019
1463,"1,139.57","1,141.13","1,135.96","1,140.26",0.97,0.09,"191,854,333.00",11/4/2019
1464,"1,145.83","1,146.88","1,136.39","1,139.29",-6.88,-0.6,"175,544,472.00",11/3/2019
1465,"1,149.74","1,151.48","1,143.07","1,146.17",-3.17,-0.28,"254,312,462.00",10/31/2019
1466,"1,142.41","1,150.47","1,141.39","1,149.34",6.74,0.59,"327,632,258.00",10/24/2019
1467,"1,135.40","1,142.82","1,135.40","1,142.60",7.81,0.69,"163,757,847.00",10/23/2019
1468,"1,132.45","1,134.81","1,130.21","1,134.79",2.39,0.21,"165,296,005.00",10/22/2019
1469,"1,133.73","1,135.84","1,130.14","1,132.40",-1.31,-0.12,"164,349,536.00",10/21/2019
1470,"1,137.69","1,138.99","1,132.58","1,133.71",-4.04,-0.36,"113,359,956.00",10/20/2019
1471,"1,137.03","1,140.38","1,135.87","1,137.75",0.72,0.06,"182,994,905.00",10/17/2019
1472,"1,142.39","1,142.71","1,136.00","1,137.03",-5.01,-0.44,"196,618,963.00",10/16/2019
1473,"1,138.38","1,142.04","1,135.86","1,142.04",5.08,0.45,"222,452,078.00",10/15/2019
1474,"1,149.01","1,151.52","1,135.04","1,136.96",-12.05,-1.05,"218,635,691.00",10/14/2019
1475,"1,149.03","1,151.81","1,148.13","1,149.01",-0.39,-0.03,"63,845,411.00",10/10/2019
1476,"1,142.44","1,149.40","1,138.58","1,149.40",8.69,0.76,"176,633,514.00",10/3/2019
1477,"1,145.69","1,149.70","1,140.07","1,140.71",-4.98,-0.43,"203,287,237.00",10/2/2019
1478,"1,135.05","1,146.11","1,134.82","1,145.69",10.13,0.89,"311,488,652.00",10/1/2019
1479,"1,125.49","1,135.56","1,121.09","1,135.56",10.42,0.93,"168,828,923.00",9/30/2019
1480,"1,129.81","1,131.87","1,123.66","1,125.14",-4.66,-0.41,"241,498,554.00",9/29/2019
1481,"1,131.52","1,133.80","1,128.61","1,129.80",-1.73,-0.15,"212,541,352.00",9/26/2019
1482,"1,134.56","1,135.26","1,130.88","1,131.53",-3.03,-0.27,"166,921,799.00",9/25/2019
1483,"1,140.99","1,141.62","1,132.72","1,134.56",-6.42,-0.56,"218,278,449.00",9/24/2019
1484,"1,139.92","1,147.85","1,137.87","1,140.98",1.73,0.15,"177,279,039.00",9/23/2019
1485,"1,155.30","1,157.79","1,135.18","1,139.25",-16.05,-1.39,"226,950,238.00",9/22/2019
1486,"1,173.44","1,178.28","1,155.30","1,155.30",-16.85,-1.44,"399,930,871.00",9/19/2019
1487,"1,150.65","1,173.14","1,150.65","1,172.15",21.41,1.86,"455,311,885.00",9/18/2019
1488,"1,127.26","1,152.51","1,127.26","1,150.74",26.91,2.39,"383,957,426.00",9/17/2019
1489,"1,140.49","1,140.55","1,122.02","1,123.83",-16.18,-1.42,"343,918,221.00",9/16/2019
1490,"1,157.68","1,160.55","1,140.01","1,140.01",-17.87,-1.54,"288,099,912.00",9/15/2019
1491,"1,163.71","1,164.09","1,156.37","1,157.88",-5.33,-0.46,"376,184,491.00",9/12/2019
1492,"1,166.68","1,168.06","1,161.95","1,163.21",-3.46,-0.3,"341,745,136.00",9/11/2019
1493,"1,168.91","1,172.82","1,161.20","1,166.67",-2.24,-0.19,"237,959,653.00",9/10/2019
1494,"1,178.47","1,180.28","1,166.09","1,168.91",-9.55,-0.81,"299,200,764.00",9/9/2019
1495,"1,192.07","1,192.33","1,176.41","1,178.46",-12.61,-1.06,"305,310,719.00",9/8/2019
1496,"1,195.89","1,196.92","1,189.05","1,191.07",-3.7,-0.31,"290,177,357.00",9/5/2019
1497,"1,192.21","1,198.48","1,183.40","1,194.77",3.87,0.32,"436,444,688.00",9/4/2019
1498,"1,170.87","1,190.90","1,156.72","1,190.90",20.56,1.76,"510,552,041.00",9/3/2019
1499,"1,184.93","1,190.88","1,167.81","1,170.34",-14.44,-1.22,"407,569,712.00",9/2/2019
1500,"1,196.60","1,198.51","1,184.06","1,184.78",-11.63,-0.97,"297,398,003.00",9/1/2019
1501,"1,198.49","1,201.23","1,194.09","1,196.41",-1.34,-0.11,"277,359,659.00",8/29/2019
1502,"1,209.70","1,213.46","1,197.32","1,197.75",-10.25,-0.85,"371,022,592.00",8/28/2019
1503,"1,203.42","1,212.30","1,203.40","1,208.00",4.87,0.4,"244,668,209.00",8/27/2019
1504,"1,209.70","1,210.24","1,199.31","1,203.13",-6.49,-0.54,"380,596,571.00",8/26/2019
1505,"1,212.76","1,213.23","1,201.71","1,209.62",-3.44,-0.28,"350,269,509.00",8/25/2019
1506,"1,214.37","1,220.90","1,212.43","1,213.06",-0.99,-0.08,"261,670,203.00",8/22/2019
1507,"1,213.96","1,216.30","1,209.77","1,214.05",0.42,0.03,"292,641,728.00",8/21/2019
1508,"1,222.04","1,222.87","1,212.10","1,213.63",-8.43,-0.69,"272,509,024.00",8/20/2019
1509,"1,214.96","1,229.50","1,210.80","1,222.06",7.23,0.6,"389,625,280.00",8/19/2019
1510,"1,224.03","1,226.07","1,214.33","1,214.83",-9.2,-0.75,"329,527,904.00",8/18/2019
1511,"1,225.11","1,226.06","1,221.80","1,224.03",-1.87,-0.15,"424,323,136.00",8/15/2019
1512,"1,230.97","1,231.49","1,224.43","1,225.90",-5.17,-0.42,"257,285,008.00",8/14/2019
1513,"1,234.59","1,236.47","1,229.06","1,231.07",-2.78,-0.23,"481,629,760.00",8/13/2019
1514,"1,234.68","1,236.82","1,232.11","1,233.85",0.14,0.01,"314,228,928.00",8/12/2019
1515,"1,236.62","1,237.97","1,229.69","1,233.71",-4.85,-0.39,"311,756,864.00",8/11/2019
1516,"1,248.91","1,248.91","1,237.70","1,238.56",-9.92,-0.79,"454,629,568.00",8/8/2019
1517,"1,245.20","1,249.98","1,239.55","1,248.48",2.75,0.22,"368,645,664.00",8/7/2019
1518,"1,255.74","1,255.74","1,243.74","1,245.73",-9.36,-0.75,"450,755,168.00",8/6/2019
1519,"1,260.30","1,261.63","1,253.50","1,255.09",-4.55,-0.36,"443,205,472.00",8/5/2019
1520,"1,263.87","1,266.37","1,258.27","1,259.64",-4.2,-0.33,"474,151,744.00",8/4/2019
1521,"1,265.52","1,270.88","1,262.55","1,263.84",-1.73,-0.14,"590,588,224.00",8/1/2019
1522,"1,259.53","1,267.73","1,257.91","1,265.57",6.2,0.49,"370,002,048.00",7/31/2019
1523,"1,256.01","1,262.16","1,256.01","1,259.37",3.39,0.27,"294,305,024.00",7/30/2019
1524,"1,252.72","1,259.69","1,252.72","1,255.98",3.18,0.25,"350,812,576.00",7/29/2019
1525,"1,266.63","1,266.63","1,250.18","1,252.80",-17.12,-1.35,"492,673,664.00",7/28/2019
1526,"1,284.41","1,284.41","1,269.35","1,269.92",-14.15,-1.1,"550,532,160.00",7/25/2019
1527,"1,277.48","1,284.99","1,276.07","1,284.07",6.9,0.54,"443,481,376.00",7/24/2019
1528,"1,271.24","1,279.42","1,271.22","1,277.17",5.94,0.47,"368,980,864.00",7/23/2019
1529,"1,268.77","1,272.38","1,267.92","1,271.23",2.49,0.2,"316,643,424.00",7/22/2019
1530,"1,276.29","1,276.31","1,265.60","1,268.74",-3.75,-0.29,"298,157,120.00",7/21/2019
1531,"1,275.71","1,283.63","1,272.49","1,272.49",-2.37,-0.19,"411,369,312.00",7/18/2019
1532,"1,258.94","1,274.86","1,258.81","1,274.86",15.85,1.26,"426,743,456.00",7/17/2019
1533,"1,285.48","1,285.50","1,256.46","1,259.01",4.45,0.35,"347,289,280.00",7/16/2019
1534,"1,250.09","1,254.56","1,249.17","1,254.56",5.07,0.41,"430,525,920.00",7/15/2019
1535,"1,248.94","1,253.09","1,248.59","1,249.49",0.96,0.08,"285,214,560.00",7/14/2019
1536,"1,249.46","1,251.09","1,247.63","1,248.53",-0.62,-0.05,"460,036,576.00",7/11/2019
1537,"1,250.43","1,251.89","1,246.15","1,249.15",-1.12,-0.09,"573,447,488.00",7/10/2019
1538,"1,247.41","1,252.20","1,244.36","1,250.27",2.92,0.23,"468,263,776.00",7/9/2019
1539,"1,256.15","1,257.57","1,245.62","1,247.35",-8.69,-0.69,"591,053,824.00",7/8/2019
1540,"1,262.98","1,263.82","1,255.01","1,256.04",-4.43,-0.35,"540,529,472.00",7/7/2019
1541,"1,269.48","1,272.79","1,258.87","1,260.47",-8.21,-0.65,"670,169,920.00",7/4/2019
1542,"1,253.52","1,270.04","1,249.50","1,268.68",15.62,1.25,"550,247,808.00",7/3/2019
1543,"1,242.83","1,253.06","1,238.77","1,253.06",11.45,0.92,"429,477,280.00",7/2/2019
1544,"1,245.58","1,245.68","1,237.43","1,241.61",-3.28,-0.26,"364,343,808.00",7/1/2019
1545,"1,258.31","1,258.85","1,244.81","1,244.89",-12.26,-0.98,"645,099,008.00",6/30/2019
